id,name,name_local,summary,type,focus,leadership,mode,country,country_name,region,lat,lng,languages,url,source_url,founded,added,verified,added_by,notes
mad-in-ireland,Mad in Ireland,,"An Irish collective of psychiatric survivors, peer workers, academics and practitioners that publishes critical commentary and organises events challenging the dominant diagnostic model in mental health care.",advocacy,mad-pride,mixed,online,IE,Ireland,Dublin,53.3498,-6.2603,en,https://madinireland.com/,https://madinireland.com/2022/08/mad-in-ireland-a-new-affiliate-of-mad-in-america/,2021,2026-09-08,2026-09-08,editorial,An affiliate of the international Mad in the World network. Governing team includes psychiatric survivors/peer support leaders alongside mental health practitioners and academics.
beit-issie-shapiro,Beit Issie Shapiro,בית איזי שפירא,"Israeli nonprofit that develops, researches, and scales disability service models such as early intervention and assistive technology, and shares them internationally.",research,intellectual-disability|learning-disabilities|autism|neurodiversity-general,ally-led,physical,IL,Israel,Ra'anana,32.18,34.87,he|en|ar,https://beitissie.org.il/en/,https://beitissie.org.il/en/,1980,2026-09-08,2026-09-08,editorial,Holds UN ECOSOC consultative status.
bizchut,Bizchut - The Israel Human Rights Center for People with Disabilities,בזכות,"Independent legal-advocacy and watchdog organisation advancing the rights of people with all disability types in Israel through litigation, policy work, and a public inquiries hotline.",advocacy,intellectual-disability|mad-pride|neurodiversity-general|learning-disabilities,mixed,hybrid,IL,Israel,Jerusalem,31.78,35.22,he|en|ar,https://www.bizchut.org.il/bizchut-english,https://www.bizchut.org.il/bizchut-english,1992,2026-09-08,2026-09-08,editorial,"Cross-disability, not neurodiversity-specific; board combines disabled people, parents, professionals, and academics."
shutaf-inclusion-programs,Shutaf Inclusion Programs,,"Jerusalem-based ""reverse inclusion"" nonprofit running year-round camps and youth-leadership programs where disabled and non-disabled children and teens participate together.",community,autism|adhd|intellectual-disability|down-syndrome,ally-led,physical,IL,Israel,Jerusalem,31.8,35.24,he|en,https://shutafinclusionprograms.org/,https://shutafinclusionprograms.org/,2007,2026-09-08,2026-09-08,editorial,Direct page fetch was blocked by a bot filter; verified live via curl (200 OK) and secondary sources.
aspergeronline,Aspergeronline,,"An Italian association founded by an autistic designer that offers self-screening tools, peer community, a podcast and resources for autistic people and professionals, built with an autistic development team.",community,autism|neurodiversity-general,nd-led,online,IT,Italy,Turin,45.07,7.69,it,https://aspergeronline.org/,https://aspergeronline.org/libro-autismo-neurodivergenza-by-autistic-for-autistics/,2023,2026-09-08,2026-09-08,editorial,"Founded January 2023 by Simone Favarin, an autistic designer and communicator; became a formal association (ETS) in December 2023. Reports 356,817 unique users and 60,000+ RAADS-R screenings completed in 2024."
jddnet,Japan Developmental Disabilities Network (JDDnet),日本発達障害ネットワーク,"Tokyo-based umbrella network of about 57 affiliated parent groups, academic societies, and professional bodies covering autism, ADHD, and learning disabilities nationally in Japan.",advocacy,autism|adhd|learning-disabilities|neurodiversity-general,mixed,hybrid,JP,Japan,"Sumida, Tokyo",35.71,139.8,ja,https://jddnet.jp/,https://jddnet.jp/about-jddnet/,2005,2026-09-08,2026-09-08,editorial,Founded following Japan's 2004 Developmental Disabilities Support Law.
urakawa-bethel-house,Urakawa Bethel House,浦河べてるの家,"Social welfare corporation in Hokkaido founded in 1984 by former psychiatric patients and a social worker, practicing ""Tojisha-Kenkyu"" (self-directed peer research) into members' own psychiatric experiences.",community,mad-pride|hearing-voices|psychosis|intellectual-disability,nd-led,hybrid,JP,Japan,"Urakawa, Hokkaido",42.16,142.78,ja,https://bethel-net.jp/,https://aeon.co/essays/japans-radical-alternative-to-psychiatric-diagnosis,1984,2026-09-08,2026-09-08,editorial,Explicitly by-and-for psychiatric survivors (tojisha); runs an annual 'Bethel Festival' and cooperative small businesses.
lebanese-autism-society,Lebanese Autism Society (LAS),,"Beirut-based membership NGO founded by parents and professionals, running educational, vocational, and consultancy programs for autistic children and teens.",education,autism,ally-led,physical,LB,Lebanon,Beirut,33.89,35.5,en|fr|ar,https://www.autismlebanon.org/,https://www.autismlebanon.org/,1999,2026-09-08,2026-09-08,editorial,Runs a Technical School for Adolescents with Autism.
nasom,National Autism Society of Malaysia (NASOM),,"Malaysia's longest-running national autism body, founded in 1986, running early intervention, therapy, vocational training, and residential independent-living programmes nationwide.",care,autism,ally-led,hybrid,MY,Malaysia,"Petaling Jaya, Selangor",3.11,101.65,en|ms,https://www.nasom.org.my/,https://www.nasom.org.my/get-involved/,1986,2026-09-08,2026-09-08,editorial,
autistas-de-mexico-ac,Autistas de México,Autistas de México A.C.,"Mexico City organization that describes itself as the first association in Mexico created by and for autistic people. Offers autism/ADHD differential diagnosis, therapy and coaching delivered by autistic staff, plus community support groups, reaching clients nationwide online.",community,autism|neurodiversity-general,nd-led,hybrid,MX,Mexico,"Mexico City, CDMX",19.45,-99.15,es,https://autistasdemexico.org/,https://autistasdemexico.org/,,2026-09-08,2026-09-08,editorial,"Self-description confirmed verbatim on site: 'la primera asociación en México creada por y para autistas.' Also participates in the Marcha del Orgullo Loco. Founding year not stated precisely, left null rather than guessed. Charges for clinical/diagnostic services alongside its community/advocacy work."
colectivo-chuhcan-mx,Colectivo Chuhcan,Colectivo Chuhcan A.C.,"Mexico City civil association founded in 2011 and run entirely by people with lived experience of psychiatric diagnosis. Provides peer support, human-rights advocacy against forced institutionalization, and helped organize Mexico's first Mad Pride march.",advocacy,mad-pride,nd-led,hybrid,MX,Mexico,"Mexico City, CDMX",19.43,-99.13,es,https://madinmexico.org/conversacion-con-colectivo-chuhcan-a-c/,https://madinmexico.org/conversacion-con-colectivo-chuhcan-a-c/,2011,2026-09-08,2026-09-08,editorial,"No independent Chuhcan website or confirmed social-media handle was found; url/source_url point to a Mad in Mexico interview with founder Raúl Montoya. Also active in Red Orgullo Loco México's annual Marcha del Orgullo Loco alongside other user-led collectives (SinColectivo, Colectiva Meteorita) that could not be independently verified."
pas-nederland,PAS Nederland,Personen uit het Autisme Spectrum,"A Dutch peer-run association for people with autism and average-to-high intelligence, mostly staffed by autistic board members and volunteers, running local groups in several Dutch cities.",community,autism,nd-led,hybrid,NL,Netherlands,The Hague,52.0705,4.3007,nl,https://pasnederland.nl/,https://nl.wikipedia.org/wiki/Personen_uit_het_Autisme_Spectrum,2001,2026-09-08,2026-09-08,editorial,"Activities run in multiple cities including Alkmaar, Utrecht, Nijmegen, Weert, 's-Hertogenbosch, Leiden and Zwolle; The Hague used as the organisation's registered base."
altogether-autism,Altogether Autism,,"Free, government-funded nationwide autism information and advisory service for autistic people, whanau, and professionals in New Zealand.",advocacy,autism|neurodiversity-general,mixed,hybrid,NZ,New Zealand,Hamilton,-37.79,175.28,en,https://www.altogetherautism.org.nz/,https://www.altogetherautism.org.nz/about/,,2026-09-08,2026-09-08,editorial,"Run in partnership between Your Way | Kia Roha and Parent to Parent New Zealand; includes an autistic-led peer offshoot, 'By Autistics for Autistics'."
autism-new-zealand,Autism New Zealand,,National New Zealand charity supporting autistic people and their families through a Board of Trustees and nationwide services.,advocacy,autism,mixed,hybrid,NZ,New Zealand,Wellington,-41.29,174.78,en,https://autismnz.org.nz/,https://autismnz.org.nz/meet-the-team/,,2026-09-08,2026-09-08,editorial,At least one board member is autistic and also a parent of an autistic adult; overall composition reads as ally-led/mixed.
patrick-speech-and-languages-centre,Patrick Speech and Languages Centre (PSLC),,"Nigeria's first dedicated autism centre, opened in Lagos in 2006, offering speech and language therapy, vocational training, and a professional training academy.",education,autism,ally-led,physical,NG,Nigeria,"Ikeja, Lagos",6.6,3.35,en,https://pslcautism-ng.org/,https://pslcautism-ng.org/,2006,2026-09-08,2026-09-08,editorial,"Parent-founded, professionally run; operates two centres in Ikeja and Lekki."
autismenyheter-no,Autismenyheter,Autismenyheter.no,"A Norwegian-language news and commentary site about autism, written by a single autistic author from a neurodiversity perspective, covering research and autistic first-person experience.",media,autism|neurodiversity-general,nd-led,online,NO,Norway,Bergen area,60.3913,5.3221,no,https://autismenyheter.no/,https://autismenyheter.no/velkommen-til-autismenyheter-no/,2018,2026-09-08,2026-09-08,editorial,Run by a single autistic author who publishes under the name 'Soda' and lives on an island near Bergen; launched 3 June 2018 to fill a gap in Norwegian-language autism coverage.
autism-society-of-pakistan,Autism Society of Pakistan (ASP),,"National umbrella non-profit registered in 2010, running Autism Resource Centres in Rawalpindi and Islamabad offering diagnosis, therapy, school-integration support, and parent training.",care,autism,mixed,physical,PK,Pakistan,Rawalpindi,33.6,73.07,en,http://autismpak.com/autism-society-of-pakistan-asp/,https://autismpak.com/who-we-are/,2010,2026-09-08,2026-09-08,editorial,Board of Governors composed of professionals and affected parents. Site returns 403 to a bare curl user agent; resolves 200 with full browser headers.
karachi-down-syndrome-program,Karachi Down Syndrome Program (KDSP),,"Karachi-founded nonprofit, registered in 2014, delivering family support, healthcare, education, and skills programmes for people with Down syndrome, with chapters in four other Pakistani cities.",care,down-syndrome,ally-led,physical,PK,Pakistan,Karachi,24.86,67.01,ur|en,https://www.kdsp.org.pk/,https://zeroproject.org/view/organization/89937584-9004-eb11-a813-000d3ab9bc3d,2014,2026-09-08,2026-09-08,editorial,"Registered as a Section 42 nonprofit company; also runs chapters in Faisalabad, Islamabad, Hyderabad, and North Nazimabad."
aso-tea-paraguay,ASO TEA Paraguay,Asociación de Padres y/o Tutores de Personas con Trastorno del Espectro Autista (ASO TEA),"A Paraguayan parent-and-guardian association for people with autism, active since 2019, that advocates for public policy, runs family support and training, and organizes the annual 'Paraguay Runs for Autism' event.",advocacy,autism,ally-led,hybrid,PY,Paraguay,"Asunción, Central",-25.3,-57.64,es,https://asoteapy.org.py/home/,https://asoteapy.org.py/home/,2019,2026-09-08,2026-09-08,editorial,"Parent/guardian-led, not self-advocate-led. Affiliated with the Autism Latin America Federation (ALaFe). President as of 2024-2026: Diana Villalba."
apeau-peru,Peruvian Autistic People's Association (APEAU),Asociación Peruana de Autistas,"A Lima-based nonprofit founded in 2023 and composed exclusively of autistic members, advocating for autistic people's rights under the motto 'nada sobre nosotros sin nosotros' and organizing community events in Peru.",advocacy,autism,nd-led,hybrid,PE,Peru,"Lima, Lima",-12.05,-77.04,es,https://www.instagram.com/asociacionperuanadeautistas/,https://www.instagram.com/asociacionperuanadeautistas/,2023,2026-09-08,2026-09-08,editorial,"The domain asociacionperuanadeautistas.com surfaced in search results but did not resolve on repeated checks; using their active Instagram (posts through late 2025, includes Hispanoamerican Autism Congress participation) as url/source_url instead. Also active on Facebook."
autism-society-philippines,Autism Society Philippines (ASP),,"National nonprofit founded in 1989 with about 16,000 members across 106 local chapters, working toward social acceptance and self-reliance for autistic Filipinos.",advocacy,autism,ally-led,hybrid,PH,Philippines,Quezon City,14.68,121.04,en|tl,http://www.autismsocietyphilippines.org/,https://en.wikipedia.org/wiki/Autism_Society_Philippines,1989,2026-09-08,2026-09-08,editorial,
brainstorm-phda,Brainstorm,Brainstorm - Associação Portuguesa de PHDA,"A Portuguese self-advocacy association founded by and for people with ADHD (PHDA) that runs peer WhatsApp communities and campaigns for a more informed, neuro-inclusive society.",advocacy,adhd,nd-led,online,PT,Portugal,"Lisbon (national, online)",38.7223,-9.1393,pt,https://brainstormphda.pt/,https://brainstormphda.pt/quem-somos/,2024,2026-09-08,2026-09-08,editorial,"Founded 2024, publicly launched 2025. No confirmed physical headquarters was found; it operates nationally online, so Lisbon is used only as an approximate anchor point."
dislex-portugal,Dislex,Dislex - Associação Portuguesa de Dislexia,"A Portuguese association founded by academics and clinicians that researches dyslexia, provides adult self-assessment tools and resources for families, and campaigns for teacher training on dyslexia.",education,dyslexia,ally-led,hybrid,PT,Portugal,Porto,41.1579,-8.6291,pt,https://www.dislex.co.pt/,https://www.dislex.co.pt/,2000,2026-09-08,2026-09-08,editorial,Founded by researchers and clinicians including Vítor da Fonseca; run by a professional board rather than by dyslexic people themselves. Has publicly criticised lack of teacher training for dyslexia support.
autism-resource-centre-singapore,Autism Resource Centre (Singapore),,"Singapore charity registered in 2000 providing lifelong services for autistic people, including Pathlight School, early intervention, employment support, and caregiver training.",education,autism,ally-led,hybrid,SG,Singapore,"Ang Mo Kio, Singapore",1.37,103.85,en,https://www.autism.org.sg/,https://www.autism.org.sg/about-us/overview,2000,2026-09-08,2026-09-08,editorial,"Runs Pathlight School, Singapore's first autism-focused school."
autism-south-africa,Autism South Africa,,"National non-profit providing information, guidance, training, and advocacy for autistic people and their families across South Africa's nine provinces.",advocacy,autism|neurodiversity-general,unknown,hybrid,ZA,South Africa,"Parkwood, Johannesburg",-26.16,28.04,en,https://www.aut2know.co.za/,https://www.aut2know.co.za/,,2026-09-08,2026-09-08,editorial,Registered Public Benefit Organisation; leadership structure not stated on site.
amatdah,AMATDAH,Asociación Madrileña de Adultos con TDAH,"A Madrid association run by and for adults diagnosed with ADHD, which grew out of patient meetings at a specialty clinic, offering peer support and pressing institutions on adult ADHD rights.",community,adhd,nd-led,hybrid,ES,Spain,Madrid,40.4168,-3.7038,es,https://amatdah.org/,https://sid-inico.usal.es/centros_servicios/asociacion-madrilena-de-adultos-con-tdah-amatdah/,2013,2026-09-08,2026-09-08,editorial,Grew out of peer meetings among patients at Madrid's Centro de Especialidades Argüelles from 2012. amatdah.org returned HTTP 429 (rate-limited) on repeated automated checks in this session; existence and current activity were confirmed via the SID-INICO and SOM360 directories instead.
autism-society-of-taiwan,Autism Society of Taiwan,中華民國自閉症總會,"National civic association based in Taipei serving autistic people and families, running vocational and social training as well as diagnostic and employment support.",advocacy,autism|intellectual-disability,ally-led,hybrid,TW,Taiwan,"Zhongzheng District, Taipei",25.03,121.52,zh|en,https://www.autism.org.tw/,https://autism.org.tw/pagedetail.php?IDno=485,,2026-09-08,2026-09-08,editorial,Runs the 'Star Kids Workshop' vocational and social training programme.
association-of-parent-for-thai-persons-with-autism,The Association of Parent for Thai Persons with Autism,สมาคมผู้ปกครองบุคคลออทิซึม (ไทย),"Bangkok-based nonprofit working alongside the Autistic Thai Foundation on quality-of-life programmes for autistic people, including sports, digital learning, and IT skills training.",care,autism|learning-disabilities,ally-led,hybrid,TH,Thailand,"Bang Kok Noi, Bangkok",13.76,100.48,th|en,https://autism.autisticthai.com/,https://www.ryt9.com/en/prg/281223,,2026-09-08,2026-09-08,editorial,Parent association; partners with the government-accredited Autistic Thai Foundation.
tohum-otizm-vakfi,Tohum Otizm Vakfı (Tohum Autism Foundation),Tohum Otizm Vakfı,"Istanbul-based public-benefit foundation focused on early diagnosis and special education for autistic children, and on national autism screening and awareness campaigns.",education,autism,ally-led,hybrid,TR,Turkey,Istanbul,41.06,28.99,tr|en,https://tohumotizm.org.tr/,https://tohumotizm.org.tr/,2003,2026-09-08,2026-09-08,editorial,
autism-awareness-uganda,Autism Awareness Uganda,,"Kampala-based community organisation of parents, professionals, and volunteers running caregiver training, awareness campaigns, and referral support for autistic people.",advocacy,autism,mixed,hybrid,UG,Uganda,"Kamwokya, Kampala",0.34,32.58,en,https://autismawarenessuganda.com/,https://autismawarenessuganda.com/,2020,2026-09-08,2026-09-08,editorial,
dubai-autism-center,Dubai Autism Center,مركز دبي للتوحد,"UAE nonprofit established by government decree providing assessment, intervention, rehabilitation, and community-awareness programs for autistic children.",care,autism,ally-led,physical,AE,United Arab Emirates,"Garhoud, Dubai",25.25,55.33,en|ar,https://www.dubaiautismcenter.ae/,https://www.dubaiautismcenter.ae/,2001,2026-09-08,2026-09-08,editorial,
autistic-uk,Autistic UK,,"A community interest company run by autistic adults across Wales, England and Scotland that campaigns on policy, publishes position statements, and builds peer networks for autistic people.",advocacy,autism|neurodiversity-general,nd-led,online,GB,United Kingdom,"Caernarfon, Wales",53.14,-4.27,en,https://www.autisticuk.org/,https://www.autisticuk.org/about-us,2009,2026-09-08,2026-09-08,editorial,"Operated as an unincorporated voluntary organisation from 2009, then incorporated as a CIC in 2019 (registered office Caernarfon, Wales, per Companies House)."
autscape,Autscape,,"An annual multi-day conference run by and for autistic people, with workshops, social time and sensory-considered spaces, organised by a UK registered charity.",community,autism|neurodiversity-general,nd-led,hybrid,GB,United Kingdom,"Hoddesdon, Hertfordshire",51.77,-0.01,en,https://www.autscape.org/,https://www.autscape.org/about/,2005,2026-09-08,2026-09-08,editorial,"Registered UK charity since 2011; most organisers are autistic. Venue varies by year, recently High Leigh in Hoddesdon; some years run as an online-only edition."
flow-observatorium,Flow Observatorium,,"An equality and diversity charity and creative hub for neurodivergent artists in Portsmouth, running free co-creation sessions and training arts organisations to be neurodivergent-enabling.",arts,neurodiversity-general,nd-led,hybrid,GB,United Kingdom,"Portsmouth, England",50.81,-1.09,en,https://flowobsad.wixsite.com/flow-observatorium,https://www.newtheatreroyal.com/news/funding-flow-observatorium/,2017,2026-09-08,2026-09-08,editorial,"Founded with Arts Council England funding, led by neurodivergent artist Jon Adams with Donna Bish. Runs 'KoCreate' sessions with Portsmouth Autism Community Forum. Site is hosted on Wix and may change address."
hearing-voices-network-england,Hearing Voices Network (England),,"A small national charity, run mostly by volunteers, that supports and connects local peer-support groups across England for people who hear voices, see visions or have other unusual perceptions.",community,hearing-voices,mixed,hybrid,GB,United Kingdom,"London, England",51.5265,-0.0863,en,https://www.hearing-voices.org/,https://www.hearing-voices.org/,,2026-09-08,2026-09-08,editorial,"Does not run local groups directly, only supports and networks them; work is carried out mostly by volunteers including trustees. Exact founding year not confirmed on-site."
parc-participatory-autism-research,Participatory Autism Research Collective (PARC),,"A voluntary UK network, started at London South Bank University, that brings autistic scholars and activists together with early-career researchers to promote autistic involvement in autism research.",research,autism|neurodiversity-general,mixed,hybrid,GB,United Kingdom,"London, England",51.4996,-0.118,en,https://participatoryautismresearch.wordpress.com/,https://kar.kent.ac.uk/64500/,2015,2026-09-08,2026-09-08,editorial,"Co-founded by Damian Milton and Nicola Martin; first meeting April 2015. Now spans several UK institutions including Birmingham, Sheffield Hallam and Nottingham. Active in 2026 per site events listing."
aaspire,Academic Autism Spectrum Partnership in Research and Education,,"Community-based participatory research partnership, based at Portland State University, in which autistic adults are equal partners with academics. Known for work on healthcare access and other autistic-adult priorities.",research,autism,mixed,online,US,United States,"Portland, OR",45.52,-122.68,en,https://aaspire.org/,https://aaspire.org/,,2026-09-08,2026-09-08,editorial,"Long-standing partner of the Autistic Self Advocacy Network and Autism Society of Oregon; the /about-us/ page returned a 404 during this check, verified instead via the homepage and third-party coverage."
arts-of-life-chicago,Arts of Life,,"Chicago nonprofit founded in 2000 providing studio space, art supplies, and exhibition and sales support to artists with intellectual and developmental disabilities, with additional studios on Chicago's North Shore.",arts,intellectual-disability|neurodiversity-general,unknown,physical,US,United States,"Chicago, IL",41.9,-87.68,en,https://artsoflife.org/,https://artsoflife.org/,2000,2026-09-08,2026-09-08,editorial,
asan-autistic-self-advocacy-network,Autistic Self Advocacy Network,,"National advocacy organization run by and for autistic people, founded in 2006. Works on disability policy, public education, and community organizing around autism rights in the United States.",advocacy,autism|neurodiversity-general,nd-led,hybrid,US,United States,"Washington, DC",38.9,-77.04,en,https://autisticadvocacy.org/,https://autisticadvocacy.org/about-asan/who-we-are/,2006,2026-09-08,2026-09-08,editorial,
awn-autistic-women-nonbinary-network,Autistic Women & Nonbinary Network,,"Peer network and resource hub for autistic women, transgender, and nonbinary people, run by and for autistic people. Provides community support, publications, and advocacy from its base in Lincoln, Nebraska.",community,autism|neurodiversity-general,nd-led,online,US,United States,"Lincoln, NE",40.81,-96.68,en,https://awnnetwork.org/,https://awnnetwork.org/about/,,2026-09-08,2026-09-08,editorial,
chadd-adhd,CHADD (Children and Adults with Attention-Deficit/Hyperactivity Disorder),,"National nonprofit headquartered in Lanham, Maryland, that runs a federally funded National Resource Center on ADHD, publishes Attention magazine, and coordinates local support chapters for people with ADHD and their families.",education,adhd,unknown,hybrid,US,United States,"Lanham, MD",38.97,-76.85,en,https://chadd.org/,https://chadd.org/about/,,2026-09-08,2026-09-08,editorial,"Commonly reported elsewhere as founded in 1987 by parents of children with ADHD; not independently confirmed on the current site during this pass, so left null."
creative-growth-art-center,Creative Growth Art Center,,"Studio and gallery in Oakland founded in 1973 where adult artists with developmental, intellectual, and physical disabilities make and sell visual art. One of the earliest organizations of its kind in the United States.",arts,intellectual-disability|neurodiversity-general,unknown,physical,US,United States,"Oakland, CA",37.8,-122.27,en,https://www.creativegrowth.org/,https://www.creativegrowth.org/,1973,2026-09-08,2026-09-08,editorial,Founding date is given as 1973 or 1974 in different sources; founded by educator Florence Ludins-Katz and psychologist Elias Katz.
fireweed-collective,Fireweed Collective,,"Peer-led network for people who identify as mad, crazy, or mentally ill, founded in 2002 as the Icarus Project and renamed in 2020. Runs peer support groups, workshops, and trainings centering disabled, Black, and queer communities.",community,mad-pride|bipolar|psychosis|neurodiversity-general,nd-led,hybrid,US,United States,"New York, NY",40.71,-74,en,https://fireweedcollective.org/,https://fireweedcollective.org/our-history/,2002,2026-09-08,2026-09-08,editorial,"Formerly the Icarus Project; restructured and renamed in 2020 to foreground Black, disabled, immigrant, and queer/trans leadership."
foundations-for-divergent-minds,Foundations for Divergent Minds,,"Texas-based nonprofit founded and led by multiply neurodivergent autistic people, providing online neurodiversity education, healthcare-access programming, and violence-prevention work for autistic communities.",education,autism|neurodiversity-general,nd-led,online,US,United States,"Plano, TX",33.02,-96.7,en,https://www.divergentminds.org/,https://www.divergentminds.org/,,2026-09-08,2026-09-08,editorial,
mindfreedom-international,MindFreedom International,,"Coalition of grassroots groups founded in 1990 by psychiatric survivors, based in Eugene, Oregon. Advocates against forced psychiatric treatment and for human rights and alternatives in mental health care.",advocacy,mad-pride|psychosis,nd-led,hybrid,US,United States,"Eugene, OR",44.05,-123.09,en,https://mindfreedom.org/,https://mindfreedom.org/about/faq/intro-faqs-d1/,1990,2026-09-08,2026-09-08,editorial,"Membership is majority psychiatric survivors; site states MFI ""was started by psychiatric survivors."""
stanford-neurodiversity-project,Stanford Neurodiversity Project,,"Program at Stanford Medicine, recently renamed the Stanford Center for Neurodiversity and Human Potential, running education, employment, and research initiatives for autistic and other neurodivergent people.",research,neurodiversity-general|autism,unknown,hybrid,US,United States,"Stanford, CA",37.43,-122.17,en,https://med.stanford.edu/neurodiversity.html,https://med.stanford.edu/neurodiversity.html,,2026-09-08,2026-09-08,editorial,"Name is in transition from ""Stanford Neurodiversity Project"" to ""Stanford Center for Neurodiversity and Human Potential""; both names appear on Stanford's own pages."
color-of-autism-foundation,The Color of Autism Foundation,,"Detroit-area nonprofit founded in 2009 by a parent of an autistic child, providing culturally specific autism support, training, and a support group for Black fathers and co-parents of autistic children.",community,autism,ally-led,hybrid,US,United States,"Detroit, MI",42.53,-83.23,en,https://thecolorofautism.org/,https://thecolorofautism.org/,2009,2026-09-08,2026-09-08,editorial,"Registered address is in Beverly Hills, MI (metro Detroit); the organization describes its direct-service base as Detroit families."
neurodiversity-alliance-eye-to-eye,The Neurodiversity Alliance (Eye to Eye),,"New York-based nonprofit, formerly known as Eye to Eye, founded by and for people with learning disabilities and ADHD, that runs a national school-based mentoring program pairing older and younger students who learn differently.",education,dyslexia|adhd|learning-disabilities,nd-led,hybrid,US,United States,"New York, NY",40.73,-73.99,en,https://thendalliance.org/,https://thendalliance.org/,,2026-09-08,2026-09-08,editorial,"Formerly Eye to Eye; eyetoeyenational.org now redirects to thendalliance.org. Sources vary between ~20 and ~25 years since founding, so an exact year is left null."
visionaries-and-voices-cincinnati,Visionaries + Voices,,"Nonprofit studio in Cincinnati, founded in 2003, offering visual art space, materials, and exhibition opportunities to more than 125 artists with disabilities.",arts,intellectual-disability|neurodiversity-general,unknown,physical,US,United States,"Cincinnati, OH",39.1,-84.51,en,https://www.visionariesandvoices.com/,https://www.visionariesandvoices.com/mission,2003,2026-09-08,2026-09-08,editorial,
aletea-uruguay,Aletea,Aletea - Asociación civil uruguaya para el colectivo autista,"A Montevideo civil association of families and professionals working for the social inclusion of autistic people in Uruguay from a neurodiversity and social-model-of-disability framework, offering training, multidisciplinary support and advocacy.",advocacy,autism,ally-led,hybrid,UY,Uruguay,Montevideo,-34.9,-56.16,es,https://aletea.org/,https://aletea.org/,2017,2026-09-08,2026-09-08,editorial,"Family- and professional-run rather than self-advocacy-led, but explicitly adopts the neurodiversity paradigm."
radio-vilardevoz-orgullo-loco-uy,Radio Vilardevoz / Mad Pride Uruguay,Radio Vilardevoz / Orgullo Loco Uruguay,"A psychiatric-survivor-led community radio and cultural project born in 1997 at the Vilardebó psychiatric hospital in Montevideo, now running a cultural space and organizing Uruguay's Mad Pride marches against institutionalization and electroshock.",community,mad-pride|psychosis,nd-led,hybrid,UY,Uruguay,Montevideo (Ciudad Vieja),-34.91,-56.21,es,https://radiovilardevoz.org/,https://psico.edu.uy/presencias-en-medios/orgullo-loco,1997,2026-09-08,2026-09-08,editorial,"Ran Uruguay's first Mad Pride march in Plaza Independencia, September 21, 2023; site active with posts through September 2026."
ruatdah-uruguay,RUATDAH (Uruguayan ADHD Support Network),Red Uruguaya de Apoyo al TDAH,"A family-led Uruguayan network created because no organization previously existed to support people with ADHD, providing information, guidance and community for families and advocating for better public policy on diagnosis and treatment.",advocacy,adhd,ally-led,hybrid,UY,Uruguay,Montevideo,-34.89,-56.14,es,https://www.ruatdah.com/sobre-nosotros,https://www.ruatdah.com/sobre-nosotros,,2026-09-08,2026-09-08,editorial,Explicitly family-run rather than adult-ADHD self-advocacy; site actively maintained with recent articles and event promotion.
vietnam-autism-network,Vietnam Autism Network (VAN),Mạng lưới Tự kỷ Việt Nam,"Voluntary nonprofit network of parents, autism specialists, and autistic individuals recognised by Vietnam's Ministry of Labour, running national autism awareness activities.",advocacy,autism,mixed,hybrid,VN,Vietnam,Ho Chi Minh City,10.82,106.63,vi,https://vietnamautism.net/,https://vietnamautism.net/lich-su,2013,2026-09-08,2026-09-08,editorial,Governing board is elected from parent-group representatives across six provinces/cities; member of the ASEAN Autism Network.
